epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,1522.54,0.55599,0.39158,0.83301,0.95602,0.92615,0.97924,0.8758,0.4422,0.28753,0.79981,0.00101237,0.00101237,0.00101237
121,1535.27,0.5659,0.40149,0.8314,0.95625,0.93361,0.98002,0.88617,0.43694,0.29022,0.79911,0.00100687,0.00100687,0.00100687
122,1637.14,0.55111,0.39002,0.83011,0.95725,0.94249,0.98398,0.88553,0.43844,0.28146,0.79865,0.00100137,0.00100137,0.00100137
123,1561.47,0.55547,0.39444,0.82583,0.94753,0.95216,0.98415,0.89301,0.435,0.27141,0.7977,0.000995866,0.000995866,0.000995866
124,1574.2,0.54961,0.39192,0.83108,0.9336,0.93994,0.98065,0.88469,0.434,0.29301,0.79749,0.000990365,0.000990365,0.000990365
125,1675.94,0.55533,0.39635,0.83075,0.9517,0.94381,0.98329,0.89296,0.43047,0.28207,0.79786,0.000984864,0.000984864,0.000984864
126,1600.2,0.5408,0.38165,0.82694,0.96012,0.95213,0.98445,0.89224,0.42747,0.2691,0.79664,0.000979362,0.000979362,0.000979362
127,1612.8,0.54277,0.38137,0.82689,0.96058,0.94508,0.98327,0.89499,0.42423,0.27218,0.79701,0.000973861,0.000973861,0.000973861
128,1626.09,0.55133,0.38148,0.82586,0.96814,0.94393,0.98582,0.89391,0.42557,0.27195,0.79632,0.00096836,0.00096836,0.00096836
129,1639.25,0.54301,0.38393,0.82443,0.95264,0.94069,0.98392,0.89134,0.43045,0.273,0.7964,0.000962859,0.000962859,0.000962859
130,1651.96,0.55237,0.38291,0.82643,0.95466,0.95229,0.98402,0.89463,0.42547,0.27137,0.79656,0.000957358,0.000957358,0.000957358
131,1664.47,0.54669,0.38286,0.82457,0.96666,0.95342,0.9862,0.89752,0.42359,0.26799,0.79523,0.000951857,0.000951857,0.000951857
132,1766.42,0.53896,0.37633,0.82672,0.96232,0.95548,0.98628,0.90154,0.41817,0.26346,0.79514,0.000946356,0.000946356,0.000946356
133,1691.03,0.53918,0.36833,0.82578,0.96331,0.95183,0.9858,0.8943,0.4232,0.26659,0.79585,0.000940855,0.000940855,0.000940855
134,1704.03,0.52999,0.36598,0.82312,0.96277,0.95664,0.98654,0.89665,0.42305,0.26737,0.79557,0.000935354,0.000935354,0.000935354
135,1717.29,0.53223,0.37023,0.82119,0.96193,0.96105,0.98697,0.89942,0.42114,0.26414,0.79556,0.000929853,0.000929853,0.000929853
136,1818.79,0.52926,0.37515,0.82191,0.9646,0.95784,0.9869,0.89583,0.41649,0.26251,0.79463,0.000924352,0.000924352,0.000924352
137,1742.53,0.53276,0.36835,0.82287,0.95513,0.963,0.98627,0.89906,0.41688,0.25918,0.79464,0.00091885,0.00091885,0.00091885
138,1755.46,0.54657,0.37239,0.82202,0.95868,0.9308,0.968,0.87935,0.41131,0.25786,0.79454,0.000913349,0.000913349,0.000913349
139,1768.52,0.54016,0.36431,0.82422,0.9738,0.95157,0.98715,0.90527,0.40893,0.25324,0.79338,0.000907848,0.000907848,0.000907848
140,1781.76,0.53207,0.36407,0.81925,0.96659,0.9575,0.98727,0.90387,0.40472,0.25394,0.79329,0.000902347,0.000902347,0.000902347
141,1794.41,0.53494,0.37034,0.82531,0.96768,0.95708,0.98797,0.90804,0.40175,0.25094,0.79329,0.000896846,0.000896846,0.000896846
142,1896.42,0.5328,0.35768,0.81844,0.96186,0.95708,0.98609,0.90677,0.40113,0.25318,0.79255,0.000891345,0.000891345,0.000891345
143,1821.01,0.52206,0.35447,0.81955,0.96164,0.96211,0.98674,0.90074,0.4189,0.2587,0.79535,0.000885844,0.000885844,0.000885844
144,1834.45,0.53041,0.36565,0.82038,0.96147,0.95525,0.98819,0.90833,0.39933,0.25114,0.79331,0.000880343,0.000880343,0.000880343
145,1846.57,0.5326,0.35964,0.8193,0.96505,0.95989,0.98768,0.90879,0.39936,0.25489,0.7923,0.000874842,0.000874842,0.000874842
146,1859.9,0.53033,0.3622,0.82189,0.9713,0.96027,0.98784,0.91024,0.40337,0.25061,0.79187,0.00086934,0.00086934,0.00086934
147,1873.11,0.53459,0.3634,0.82137,0.9616,0.9557,0.98594,0.9003,0.41209,0.26361,0.79396,0.000863839,0.000863839,0.000863839
148,1885.93,0.5152,0.35541,0.82324,0.96324,0.947,0.97726,0.89409,0.40103,0.24606,0.79295,0.000858338,0.000858338,0.000858338
149,1898.44,0.53392,0.37663,0.82127,0.9731,0.95939,0.9886,0.90835,0.39848,0.24863,0.79305,0.000852837,0.000852837,0.000852837
150,2000.71,0.52391,0.35801,0.81962,0.96902,0.95522,0.98792,0.90803,0.39847,0.25178,0.79169,0.000847336,0.000847336,0.000847336
151,1924.96,0.52047,0.3555,0.82075,0.95723,0.96163,0.98787,0.90487,0.39704,0.25217,0.79198,0.000841835,0.000841835,0.000841835
152,1937.15,0.51457,0.34981,0.82258,0.96544,0.96152,0.98833,0.91182,0.39389,0.24417,0.79136,0.000836334,0.000836334,0.000836334
153,2038.98,0.53101,0.35837,0.82486,0.97307,0.89711,0.94691,0.86919,0.40141,0.24381,0.79224,0.000830833,0.000830833,0.000830833
154,1964.02,0.51336,0.3499,0.81623,0.97112,0.95861,0.98852,0.91019,0.3971,0.24609,0.7912,0.000825332,0.000825332,0.000825332
155,1976.84,0.50273,0.34623,0.82117,0.9689,0.96263,0.98885,0.90874,0.39806,0.24744,0.79123,0.000819831,0.000819831,0.000819831
156,1989.68,0.52817,0.3572,0.82259,0.97373,0.96252,0.98898,0.91216,0.39498,0.23989,0.79176,0.000814329,0.000814329,0.000814329
157,2002.64,0.50941,0.3495,0.82067,0.94942,0.97176,0.98809,0.91078,0.39172,0.24816,0.79109,0.000808828,0.000808828,0.000808828
158,2104.28,0.51138,0.35297,0.81822,0.97669,0.95256,0.98808,0.91072,0.39342,0.246,0.79126,0.000803327,0.000803327,0.000803327
159,2117.85,0.51703,0.3556,0.81989,0.97672,0.96077,0.98926,0.91153,0.39551,0.24018,0.79086,0.000797826,0.000797826,0.000797826
160,2042.46,0.51229,0.35024,0.82135,0.97544,0.95849,0.9887,0.90733,0.40518,0.24268,0.79251,0.000792325,0.000792325,0.000792325
161,2144.15,0.52048,0.35076,0.81593,0.96325,0.97204,0.98993,0.91501,0.39154,0.24101,0.79078,0.000786824,0.000786824,0.000786824
162,2068,0.5059,0.34294,0.81637,0.97493,0.96739,0.98964,0.91286,0.39222,0.23845,0.79103,0.000781323,0.000781323,0.000781323
163,2081.64,0.49692,0.33683,0.81572,0.97346,0.9592,0.98787,0.91316,0.38389,0.23739,0.7907,0.000775822,0.000775822,0.000775822
164,2094.55,0.50524,0.34383,0.81558,0.96451,0.96084,0.98813,0.91232,0.38696,0.24582,0.79088,0.000770321,0.000770321,0.000770321
165,2107.55,0.51469,0.35424,0.82143,0.9727,0.96391,0.98902,0.91324,0.38897,0.24042,0.79004,0.00076482,0.00076482,0.00076482
166,2120.29,0.49416,0.33177,0.81936,0.96986,0.96648,0.98866,0.91189,0.38939,0.23955,0.79017,0.000759318,0.000759318,0.000759318
167,2133.32,0.4854,0.33301,0.81941,0.97453,0.96151,0.98815,0.91349,0.38947,0.23773,0.79056,0.000753817,0.000753817,0.000753817
168,2146.38,0.49734,0.33804,0.81902,0.97314,0.96962,0.98988,0.91806,0.37758,0.23218,0.78912,0.000748316,0.000748316,0.000748316
169,2159.33,0.5078,0.34842,0.82477,0.9731,0.97106,0.98874,0.91761,0.3758,0.23265,0.7887,0.000742815,0.000742815,0.000742815
170,2172.22,0.4955,0.34296,0.81723,0.97269,0.9604,0.9887,0.9146,0.38062,0.23651,0.7891,0.000737314,0.000737314,0.000737314
171,2185.25,0.50015,0.33192,0.81733,0.98074,0.95827,0.9902,0.91943,0.37674,0.22917,0.78792,0.000731813,0.000731813,0.000731813
172,2197.73,0.48957,0.32791,0.81406,0.96951,0.96631,0.98863,0.917,0.37538,0.23325,0.78888,0.000726312,0.000726312,0.000726312
173,2210.93,0.50381,0.3394,0.81601,0.97749,0.96352,0.99011,0.91818,0.37176,0.23512,0.78832,0.000720811,0.000720811,0.000720811
174,2223.93,0.47974,0.32423,0.81414,0.97385,0.96732,0.99006,0.9156,0.3795,0.23223,0.78972,0.00071531,0.00071531,0.00071531
175,2236.92,0.49205,0.33255,0.81528,0.9827,0.96907,0.99141,0.92245,0.37357,0.22715,0.78806,0.000709809,0.000709809,0.000709809
176,2250.08,0.49667,0.33432,0.81589,0.97131,0.97011,0.9901,0.91621,0.38391,0.23498,0.78856,0.000704307,0.000704307,0.000704307
177,2262.96,0.48594,0.32398,0.81365,0.97781,0.96909,0.991,0.92332,0.36325,0.22373,0.78671,0.000698806,0.000698806,0.000698806
178,2364.62,0.48062,0.32781,0.81627,0.97258,0.96715,0.99056,0.91939,0.37398,0.23243,0.78812,0.000693305,0.000693305,0.000693305
179,2288.54,0.4899,0.32914,0.81263,0.98136,0.96829,0.99041,0.92107,0.36654,0.22597,0.7873,0.000687804,0.000687804,0.000687804
180,2301.5,0.46805,0.31824,0.81325,0.9806,0.96283,0.99009,0.91856,0.37495,0.22884,0.78852,0.000682303,0.000682303,0.000682303
181,2314.82,0.49048,0.3276,0.81668,0.97034,0.95927,0.98921,0.91797,0.37229,0.2342,0.78768,0.000676802,0.000676802,0.000676802
182,2327.63,0.46635,0.31302,0.81334,0.97539,0.96439,0.98937,0.92291,0.36738,0.22475,0.78686,0.000671301,0.000671301,0.000671301
183,2340.65,0.4842,0.32541,0.815,0.97846,0.96788,0.99077,0.92426,0.36151,0.22328,0.78667,0.0006658,0.0006658,0.0006658
184,2354.13,0.47266,0.31597,0.81623,0.96665,0.97491,0.98995,0.9225,0.36829,0.22846,0.78723,0.000660299,0.000660299,0.000660299
